Application/Permit Number,Category,Permit Type,Action Type
6553847,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6601986,COMMERCIAL,Construction,ADD/ALT
6380059,COMMERCIAL,Construction,NEW
6582897,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6587976,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6532061,MULTIFAMILY,Construction,NEW
6456607,SINGLE FAMILY / DUPLEX,Construction,NEW
6560295,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6602732,MULTIFAMILY,Construction,NEW
6555526,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6608862,SINGLE FAMILY / DUPLEX,Construction,NEW
6563606,COMMERCIAL,Construction,ADD/ALT
6614679,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6614206,MULTIFAMILY,Construction,NEW
6601686,MULTIFAMILY,Demolition,DEMOLITION
6578800,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6328706,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6509260,MULTIFAMILY,Construction,ADD/ALT
6615003,,Site Development,GRADING
6585757,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6601003,MULTIFAMILY,Demolition,DEMOLITION
6596227,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6586599,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6425448,COMMERCIAL,Construction,NO CONSTRUCTION
6523319,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6608920,COMMERCIAL,Construction,ADD/ALT
6513905,,Construction,
6521721,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6565536,COMMERCIAL,Construction,ADD/ALT
6472529,INDUSTRIAL,Construction,ADD/ALT
6492313,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6474763,MULTIFAMILY,Construction,ADD/ALT
6615825,COMMERCIAL,Construction,ADD/ALT
6570510,MULTIFAMILY,Construction,NEW
6386940,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6421201,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6601895,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6614092,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6593525,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6496388,SINGLE FAMILY / DUPLEX,Construction,NEW
6601891,COMMERCIAL,Construction,ADD/ALT
6570993,COMMERCIAL,Construction,ADD/ALT
6549072,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6582748,COMMERCIAL,Construction,ADD/ALT
6613222,COMMERCIAL,Construction,ALTER
6459895,INSTITUTIONAL,Construction,ADD/ALT
6606994,COMMERCIAL,Construction,ADD/ALT
6579077,MULTIFAMILY,Construction,ADD/ALT
6394764,COMMERCIAL,Construction,ADD/ALT
6577412,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6601585,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6615696,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6366690,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6482456,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6615068,COMMERCIAL,Construction,ADD/ALT
6612981,COMMERCIAL,Construction,ADD/ALT
6522383,MULTIFAMILY,Construction,ADD/ALT
6567606,COMMERCIAL,Construction,ADD/ALT
6525296,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6444799,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6532088,MULTIFAMILY,Demolition,DEMOLITION
6572447,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6610369,SINGLE FAMILY / DUPLEX,Construction,NEW
6564525,COMMERCIAL,Construction,ADD/ALT
6487968,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6585381,SINGLE FAMILY / DUPLEX,Construction,NEW
6496409,SINGLE FAMILY / DUPLEX,Construction,NEW
6601196,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6565763,COMMERCIAL,Construction,ADD/ALT
6481324,COMMERCIAL,Construction,ADD/ALT
6601648,COMMERCIAL,Construction,ADD/ALT
6593850,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6578702,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6544759,COMMERCIAL,Construction,ADD/ALT
6422397,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6593575,COMMERCIAL,Construction,ALTER
6602444,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6396010,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6559677,SINGLE FAMILY / DUPLEX,Construction,NEW
6598675,COMMERCIAL,Construction,ADD/ALT
6554691,MULTIFAMILY,Construction,NEW
6498259,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6481873,MULTIFAMILY,Construction,ADD/ALT
6553277,COMMERCIAL,Construction,ADD/ALT
6614556,COMMERCIAL,Demolition,DEMOLITION
6587871,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6567615,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6588644,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6577689,INDUSTRIAL,Construction,ADD/ALT
6564623,MULTIFAMILY,Construction,ADD/ALT
6500774,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6582536,SINGLE FAMILY / DUPLEX,Construction,NEW
6469730,SINGLE FAMILY / DUPLEX,Construction,NEW
6421218,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6352572,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6564611,MULTIFAMILY,Construction,ADD/ALT
6616782,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6614638,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6473286,MULTIFAMILY,Construction,NEW
6449675,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6588609,MULTIFAMILY,Construction,ADD/ALT
6506238,SINGLE FAMILY / DUPLEX,Construction,NEW
6581940,SINGLE FAMILY / DUPLEX,Construction,NEW
6608193,SINGLE FAMILY / DUPLEX,Construction,NEW
6615350,SINGLE FAMILY / DUPLEX,Construction,NEW
6496648,MULTIFAMILY,Construction,NEW
6577587,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6570509,MULTIFAMILY,Construction,NEW
6613836,COMMERCIAL,Construction,ADD/ALT
6505663,MULTIFAMILY,Construction,ADD/ALT
6555668,COMMERCIAL,Construction,ADD/ALT
6572218,MULTIFAMILY,Construction,NEW
6547390,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6554078,MULTIFAMILY,Construction,NEW
6588316,MULTIFAMILY,Demolition,DEMOLITION
6505296,SINGLE FAMILY / DUPLEX,Construction,NEW
6601737,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6577223,COMMERCIAL,Construction,ADD/ALT
6569377,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6614342,MULTIFAMILY,Demolition,DEMOLITION
6601969,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6610416,MULTIFAMILY,Construction,ADD/ALT
6357037,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6589965,SINGLE FAMILY / DUPLEX,Construction,NEW
6426340,COMMERCIAL,Site Development,GRADING
6564436,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6480472,SINGLE FAMILY / DUPLEX,Construction,NEW
6608864,SINGLE FAMILY / DUPLEX,Construction,NEW
6514978,SINGLE FAMILY / DUPLEX,Construction,NEW
6608861,SINGLE FAMILY / DUPLEX,Construction,NEW
6615199,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6614739,SINGLE FAMILY / DUPLEX,Construction,NEW
6452898,SINGLE FAMILY / DUPLEX,Construction,NEW
6488852,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6424605,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6594377,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6614529,SINGLE FAMILY / DUPLEX,Construction,NEW
6478877,COMMERCIAL,Construction,ADD/ALT
6561076,COMMERCIAL,Construction,ADD/ALT
6574064,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6601923,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6574509,COMMERCIAL,Construction,ADD/ALT
6581414,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6582224,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6530734,MULTIFAMILY,Construction,ADD/ALT
6613984,COMMERCIAL,Construction,ADD/ALT
6524719,MULTIFAMILY,Construction,NEW
6584005,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6615458,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6614336,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6518397,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6461168,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6592382,INSTITUTIONAL,Construction,ADD/ALT
6598803,COMMERCIAL,Construction,ADD/ALT
6595258,COMMERCIAL,Construction,ADD/ALT
6545802,COMMERCIAL,Construction,ADD/ALT
6604631,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6442576,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6614559,COMMERCIAL,Demolition,DEMOLITION
6578809,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6585355,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6614833,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6565703,MULTIFAMILY,Construction,ADD/ALT
6588798,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6567447,COMMERCIAL,Construction,ADD/ALT
6575925,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6320888,COMMERCIAL,Construction,NEW
6550020,MULTIFAMILY,Construction,ADD/ALT
6507033,MULTIFAMILY,Construction,NEW
6601702,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6572710,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6471544,MULTIFAMILY,Construction,NEW
6594047,MULTIFAMILY,Construction,NEW
6585929,COMMERCIAL,Construction,ADD/ALT
6590203,MULTIFAMILY,Construction,ADD/ALT
6614486,COMMERCIAL,Construction,ADD/ALT
6585420,MULTIFAMILY,Construction,NEW
6585961,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6506865,COMMERCIAL,Construction,ADD/ALT
6426184,SINGLE FAMILY / DUPLEX,Construction,NEW
6608870,SINGLE FAMILY / DUPLEX,Construction,NEW
6470396,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6535466,SINGLE FAMILY / DUPLEX,Construction,NEW
6608865,SINGLE FAMILY / DUPLEX,Construction,NEW
6581543,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6551755,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6600867,COMMERCIAL,Construction,ADD/ALT
6569534,COMMERCIAL,Construction,ADD/ALT
6539344,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6595262,COMMERCIAL,Construction,ADD/ALT
6511360,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6459586,SINGLE FAMILY / DUPLEX,Construction,NEW
6596040,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6506828,MULTIFAMILY,Demolition,DEMOLITION
6580541,MULTIFAMILY,Construction,NEW
6540615,COMMERCIAL,Construction,ADD/ALT
6577322,COMMERCIAL,Construction,ADD/ALT
6596461,MULTIFAMILY,Construction,NEW
6589269,COMMERCIAL,Site Development,GRADING
6507307,MULTIFAMILY,Demolition,DEMOLITION
6599721,SINGLE FAMILY / DUPLEX,Site Development,GRADING
6541681,SINGLE FAMILY / DUPLEX,Construction,NEW
6614222,COMMERCIAL,Construction,ADD/ALT
6463798,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6569003,SINGLE FAMILY / DUPLEX,Construction,NEW
6428629,MULTIFAMILY,Construction,NEW
6605757,MULTIFAMILY,Construction,NEW
6610452,MULTIFAMILY,Construction,ADD/ALT
6563159,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6509359,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6478183,SINGLE FAMILY / DUPLEX,Site Development,GRADING
6615782,COMMERCIAL,Construction,NO CONSTRUCTION
6588239,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6588889,COMMERCIAL,Construction,ADD/ALT
6514531,INDUSTRIAL,Construction,ADD/ALT
6608639,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6458700,SINGLE FAMILY / DUPLEX,Construction,NEW
6563303,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6580510,COMMERCIAL,Construction,ADD/ALT
6594780,COMMERCIAL,Construction,ADD/ALT
6593274,MULTIFAMILY,Construction,NEW
6475781,COMMERCIAL,Construction,NEW
6592384,MULTIFAMILY,Construction,ADD/ALT
6502718,COMMERCIAL,Construction,ADD/ALT
6596488,SINGLE FAMILY / DUPLEX,Construction,NEW
6570947,COMMERCIAL,Construction,ADD/ALT
6501113,MULTIFAMILY,Construction,NEW
6609590,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6577236,COMMERCIAL,Construction,ADD/ALT
6601444,INSTITUTIONAL,Construction,ADD/ALT
6582345,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6588904,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6601690,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6509989,INSTITUTIONAL,Construction,ADD/ALT
6450018,COMMERCIAL,Construction,ADD/ALT
6600661,SINGLE FAMILY / DUPLEX,Construction,NEW
6405493,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6595116,COMMERCIAL,Construction,ADD/ALT
6598351,MULTIFAMILY,Construction,ADD/ALT
6464947,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6597720,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6602119,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6589953,SINGLE FAMILY / DUPLEX,Construction,NEW
6601475,COMMERCIAL,Construction,ADD/ALT
6570059,SINGLE FAMILY / DUPLEX,Construction,NEW
6600649,MULTIFAMILY,Construction,NEW
6600031,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6613821,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6601722,MULTIFAMILY,Demolition,DEMOLITION
6561773,MULTIFAMILY,Construction,ADD/ALT
6582775,SINGLE FAMILY / DUPLEX,Construction,NEW
6614790,COMMERCIAL,Construction,ADD/ALT
6467060,MULTIFAMILY,Construction,ADD/ALT
6602169,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6584483,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6496931,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6608860,SINGLE FAMILY / DUPLEX,Construction,NEW
6568338,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6595964,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6617625,COMMERCIAL,Construction,ADD/ALT
6572467,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6507949,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6469290,MULTIFAMILY,Construction,NEW
6595268,COMMERCIAL,Construction,ADD/ALT
6614877,COMMERCIAL,Construction,ADD/ALT
6512309,MULTIFAMILY,Construction,ADD/ALT
6430226,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6598704,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6476569,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6588411,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6495055,SINGLE FAMILY / DUPLEX,Construction,NEW
6564782,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6599468,COMMERCIAL,Construction,ADD/ALT
6594833,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6579553,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6567599,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6496415,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6551231,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6548262,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6561516,MULTIFAMILY,Construction,ADD/ALT
6608869,SINGLE FAMILY / DUPLEX,Construction,NEW
6594293,COMMERCIAL,Construction,ADD/ALT
6599735,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6566275,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6582048,SINGLE FAMILY / DUPLEX,Construction,NEW
6614604,MULTIFAMILY,Construction,ADD/ALT
6591682,SINGLE FAMILY / DUPLEX,Construction,NEW
6606453,INSTITUTIONAL,Construction,ADD/ALT
6594350,COMMERCIAL,Construction,ADD/ALT
6589366,SINGLE FAMILY / DUPLEX,Construction,NEW
6498738,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6600695,COMMERCIAL,Construction,TEMP
6472495,SINGLE FAMILY / DUPLEX,Construction,NEW
6608192,SINGLE FAMILY / DUPLEX,Construction,NEW
6447986,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6430767,INDUSTRIAL,Construction,ADD/ALT
6598598,MULTIFAMILY,Construction,NEW
6497765,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6427812,COMMERCIAL,Construction,NEW
6588205,SINGLE FAMILY / DUPLEX,Construction,NEW
6491369,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6516539,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6519116,COMMERCIAL,Construction,ADD/ALT
6593667,COMMERCIAL,Construction,ADD/ALT
6576657,MULTIFAMILY,Construction,ADD/ALT
6490497,SINGLE FAMILY / DUPLEX,Construction,NEW
6560909,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6614469,SINGLE FAMILY / DUPLEX,Construction,NEW
6577275,COMMERCIAL,Construction,ADD/ALT
6602193,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6588920,SINGLE FAMILY / DUPLEX,Construction,NO CONSTRUCTION
6614277,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6583679,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6464036,COMMERCIAL,Demolition,DEMOLITION
6420097,SINGLE FAMILY / DUPLEX,Construction,NEW
6586403,COMMERCIAL,Construction,ADD/ALT
6614581,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6553751,COMMERCIAL,Construction,NEW
6600293,COMMERCIAL,Construction,TEMP
6528968,MULTIFAMILY,Demolition,DEMOLITION
6581231,COMMERCIAL,Construction,ADD/ALT
6617510,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6578774,SINGLE FAMILY / DUPLEX,Construction,NEW
6615519,COMMERCIAL,Construction,ADD/ALT
6588864,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6615107,COMMERCIAL,Construction,ADD/ALT
6572912,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6602179,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6590459,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6591431,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6615134,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6602241,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6614630,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6495056,SINGLE FAMILY / DUPLEX,Construction,NEW
6583149,SINGLE FAMILY / DUPLEX,Construction,NEW
6570022,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6378271,INSTITUTIONAL,Construction,ADD/ALT
6545013,COMMERCIAL,Construction,ADD/ALT
6431807,COMMERCIAL,Construction,ADD/ALT
6558539,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6482539,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6585574,MULTIFAMILY,Construction,NEW
6560888,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6328770,COMMERCIAL,Construction,NO CONSTRUCTION
6561273,INSTITUTIONAL,Construction,ADD/ALT
6600875,COMMERCIAL,Construction,ALTER
6595939,MULTIFAMILY,Construction,NEW
6556057,COMMERCIAL,Construction,NEW
6583848,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6537178,COMMERCIAL,Construction,ADD/ALT
6600443,MULTIFAMILY,Construction,NEW
6606451,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6521299,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6523412,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6601643,MULTIFAMILY,Construction,NEW
6581045,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6368241,COMMERCIAL,Construction,NEW
6586758,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6600997,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6604592,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6597629,INSTITUTIONAL,Construction,ADD/ALT
6601984,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6614999,COMMERCIAL,Construction,ADD/ALT
6568984,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6604639,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6610367,SINGLE FAMILY / DUPLEX,Construction,NEW
6572733,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6505528,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6578261,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6410037,MULTIFAMILY,Construction,NEW
6403137,COMMERCIAL,Construction,ADD/ALT
6601380,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6602854,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6569445,COMMERCIAL,Construction,ALTER
6586905,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6571765,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6614827,MULTIFAMILY,Construction,ADD/ALT
6595851,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6588845,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6587714,COMMERCIAL,Construction,ADD/ALT
6529623,SINGLE FAMILY / DUPLEX,Construction,NEW
6517106,COMMERCIAL,Demolition,DEMOLITION
6528452,SINGLE FAMILY / DUPLEX,Construction,NEW
6601289,COMMERCIAL,Construction,ADD/ALT
6583113,COMMERCIAL,Construction,ADD/ALT
6614893,MULTIFAMILY,Construction,NEW
6377486,SINGLE FAMILY / DUPLEX,Construction,NEW
6531888,MULTIFAMILY,Demolition,DEMOLITION
6474289,MULTIFAMILY,Construction,ADD/ALT
6615302,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6614337,COMMERCIAL,Construction,ADD/ALT
6494887,COMMERCIAL,Construction,ADD/ALT
6591680,MULTIFAMILY,Construction,NEW
6603517,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6481342,COMMERCIAL,Construction,ADD/ALT
6614832,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6610584,COMMERCIAL,Construction,ADD/ALT
6522682,MULTIFAMILY,Construction,NEW
6598116,SINGLE FAMILY / DUPLEX,Construction,NEW
6601688,SINGLE FAMILY / DUPLEX,Construction,NEW
6450304,COMMERCIAL,Construction,ADD/ALT
6599088,MULTIFAMILY,Construction,ADD/ALT
6450314,COMMERCIAL,Construction,ADD/ALT
6574140,SINGLE FAMILY / DUPLEX,Construction,NEW
6608304,COMMERCIAL,Construction,ADD/ALT
6574839,SINGLE FAMILY / DUPLEX,Construction,NEW
6540493,COMMERCIAL,Construction,ADD/ALT
6599067,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6494437,SINGLE FAMILY / DUPLEX,Construction,NEW
6614558,COMMERCIAL,Demolition,DEMOLITION
6615831,COMMERCIAL,Construction,ADD/ALT
6608868,SINGLE FAMILY / DUPLEX,Construction,NEW
6614244,SINGLE FAMILY / DUPLEX,Construction,NEW
6600680,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6555996,INSTITUTIONAL,Construction,ADD/ALT
6615073,INDUSTRIAL,Construction,ADD/ALT
6477957,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6493515,MULTIFAMILY,Construction,NEW
6599614,MULTIFAMILY,Construction,NEW
6614050,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6454123,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6608863,SINGLE FAMILY / DUPLEX,Construction,NEW
6602659,MULTIFAMILY,Construction,NEW
6610306,COMMERCIAL,Construction,ALTER
6614296,COMMERCIAL,Construction,ADD/ALT
6569200,COMMERCIAL,Construction,ADD/ALT
6595759,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6610359,COMMERCIAL,Construction,NEW
6615769,COMMERCIAL,Construction,ADD/ALT
6598674,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6610950,SINGLE FAMILY / DUPLEX,Construction,NEW
6513975,SINGLE FAMILY / DUPLEX,Construction,NEW
6597564,MULTIFAMILY,Construction,ADD/ALT
6432337,SINGLE FAMILY / DUPLEX,Construction,NEW
6470187,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6441257,SINGLE FAMILY / DUPLEX,Construction,NEW
6598241,SINGLE FAMILY / DUPLEX,Construction,NEW
6410920,COMMERCIAL,Construction,ADD/ALT
6557489,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6585091,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6479922,SINGLE FAMILY / DUPLEX,Construction,NEW
6468441,INSTITUTIONAL,Construction,NEW
6585927,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6600016,COMMERCIAL,Demolition,DEMOLITION
6528882,SINGLE FAMILY / DUPLEX,Construction,NEW
6617835,COMMERCIAL,Construction,ADD/ALT
6613064,SINGLE FAMILY / DUPLEX,Construction,NEW
6579729,COMMERCIAL,Construction,ADD/ALT
6496853,COMMERCIAL,Construction,ADD/ALT
6550353,SINGLE FAMILY / DUPLEX,Construction,NEW
6595256,MULTIFAMILY,Construction,ADD/ALT
6554285,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6438838,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6598473,SINGLE FAMILY / DUPLEX,Construction,NEW
6601420,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6602155,COMMERCIAL,Construction,ADD/ALT
6528892,SINGLE FAMILY / DUPLEX,Construction,NEW
6550378,MULTIFAMILY,Construction,ADD/ALT
6601341,COMMERCIAL,Construction,ADD/ALT
6574838,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6587346,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6537442,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6580093,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6500842,SINGLE FAMILY / DUPLEX,Demolition,DEMOLITION
6598169,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6616121,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6596459,SINGLE FAMILY / DUPLEX,Construction,NEW
6598358,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6616050,MULTIFAMILY,Construction,ADD/ALT
6388563,MULTIFAMILY,Construction,NEW
6522134,MULTIFAMILY,Construction,ADD/ALT
6566180,MULTIFAMILY,Construction,ADD/ALT
6600933,COMMERCIAL,Construction,ADD/ALT
6618029,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6585404,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6601346,COMMERCIAL,Construction,ADD/ALT
6597542,SINGLE FAMILY / DUPLEX,Construction,ADD/ALT
6601720,SINGLE FAMILY / DUPLEX,Construction,NEW
